시도명,선거구명,구시군명,읍면동명,투표타입,선거인수,투표수,후보자별 득표수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,계,"무효
투표수",기권수
서울특별시,종로구,종로구,,,,,"더불어민주당
곽상언","국민의힘
최재형","새로운미래
진예찬","개혁신당
금태섭","가락특권폐지당
김준수","대한국민당
김종갑","민중민주당
차은정",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,구암1동,소계,"7,472","4,956","1,704","3,191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,895",61,"2,516"
,,,,관내사전투표,"1,814","1,813",704,"1,091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,795",18,1
,,,,구암1동제1투,"1,753",882,273,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,10,871
,,,,구암1동제2투,"1,474",836,245,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822,14,638
,,,,구암1동제3투,"2,431","1,425",482,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,406",19,"1,006"
,,,구암2동,소계,"7,388","4,836","1,882","2,879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,761",75,"2,552"
,,,,관내사전투표,"1,570","1,570",727,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,551",19,0
,,,,구암2동제1투,"2,005","1,126",410,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,102",24,879
,,,,구암2동제2투,"2,514","1,382",498,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,360",22,"1,132"
,,,,구암2동제3투,"1,299",758,247,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,10,541
,,,봉암동,소계,"2,763","1,754",640,"1,097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,737",17,"1,009"
,,,,관내사전투표,782,782,324,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,5,0
,,,,봉암동제1투,832,367,155,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,3,465
,,,,봉암동제2투,"1,149",605,161,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,9,544
,,,석전동,소계,"13,694","9,328","3,314","5,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,214",114,"4,366"
,,,,관내사전투표,"3,584","3,584","1,433","2,117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,550",34,0
,,,,석전동제1투,958,539,171,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,6,419
,,,,석전동제2투,"2,988","1,894",741,"1,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,873",21,"1,094"
,,,,석전동제3투,"1,419",852,258,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832,20,567
,,,,석전동제4투,"1,134",666,186,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,13,468
,,,,석전동제5투,"1,216",590,151,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,6,626
,,,,석전동제6투,"2,395","1,203",374,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,189",14,"1,192"
,,,잘못 투입·구분된 투표지,,0,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,-3
,창원시진해구,창원시진해구,,,,,"더불어민주당
황기철","국민의힘
이종욱",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,합계,,"158,141","102,928","50,603","51,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101,703","1,225","55,213"
,,,거소·선상투표,,"1,450","1,335",776,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,270",65,115
,,,관외사전투표,,"7,111","7,106","4,142","2,869",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,011",95,5
,,,국외부재자투표,,302,218,153,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,3,84
,,,충무동,소계,"12,705","8,100","3,390","4,601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,991",109,"4,605"
,,,,관내사전투표,"2,983","2,982","1,566","1,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,936",46,1
,,,,충무동제1투,"2,799","1,535",444,"1,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,514",21,"1,264"
,,,,충무동제2투,"3,215","1,406",645,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,391",15,"1,809"
,,,,충무동제3투,"1,932","1,106",356,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,093",13,826
,,,,충무동제4투,"1,776","1,071",379,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,057",14,705
,,,여좌동,소계,"7,091","4,798","1,715","3,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,727",71,"2,293"
,,,,관내사전투표,"1,925","1,925",818,"1,087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,905",20,0
,,,,여좌동제1투,939,525,169,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,7,414
,,,,여좌동제2투,"1,852",993,329,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973,20,859
,,,,여좌동제3투,"2,375","1,355",399,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,331",24,"1,020"
,,,태백동,소계,"3,316","2,251",789,"1,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,217",34,"1,065"
,,,,관내사전투표,"1,085","1,084",419,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,071",13,1
,,,,태백동제1투,"1,643",854,271,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837,17,789
,,,,태백동제2투,588,313,99,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,4,275
,,,경화동,소계,"8,675","5,791","2,532","3,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,732",59,"2,884"
,,,,관내사전투표,"2,615","2,615","1,346","1,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,599",16,0
,,,,경화동제1투,"2,182","1,120",326,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,101",19,"1,062"
,,,,경화동제2투,"3,878","2,056",860,"1,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,032",24,"1,822"
,,,병암동,소계,"5,939","3,828","1,688","2,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,787",41,"2,111"
,,,,관내사전투표,"1,826","1,826",943,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,814",12,0
,,,,병암동제1투,"1,892","1,027",389,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,016",11,865
,,,,병암동제2투,"2,221",975,356,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957,18,"1,246"
,,,석동,소계,"13,319","8,833","4,375","4,369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,744",89,"4,486"
,,,,관내사전투표,"3,525","3,525","2,042","1,457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,499",26,0
,,,,석동제1투,"3,443","1,567",634,915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,549",18,"1,876"
,,,,석동제2투,"3,415","1,803",844,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,776",27,"1,612"
,,,,석동제3투,"2,936","1,938",855,"1,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,920",18,998
,,,이동,소계,"7,248","4,406","1,746","2,611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,357",49,"2,842"
,,,,관내사전투표,"1,611","1,611",736,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,603",8,0
,,,,이동제1투,"2,000",880,327,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868,12,"1,120"
,,,,이동제2투,"1,667",777,276,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,11,890
,,,,이동제3투,"1,970","1,138",407,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,120",18,832
,,,자은동,소계,"15,692","10,548","5,290","5,147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,437",111,"5,144"
,,,,관내사전투표,"3,727","3,727","1,996","1,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,692",35,0
,,,,자은동제1투,"2,502","1,303",531,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,287",16,"1,199"
,,,,자은동제2투,"3,122","1,580",657,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,562",18,"1,542"
,,,,자은동제3투,"3,263","2,191","1,252",915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,167",24,"1,072"
,,,,자은동제4투,"3,078","1,747",854,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,729",18,"1,331"
,,,덕산동,소계,"7,734","5,047","2,305","2,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,965",82,"2,687"
,,,,관내사전투표,"2,483","2,483","1,258","1,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,450",33,0
,,,,덕산동제1투,"2,983","1,506",591,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,469",37,"1,477"
,,,,덕산동제2투,"2,268","1,058",456,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,046",12,"1,210"
,,,풍호동,소계,"17,977","12,530","6,351","6,030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,381",149,"5,447"
,,,,관내사전투표,"4,748","4,748","2,753","1,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,718",30,0
,,,,풍호동제1투,"3,074","1,718",655,"1,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,674",44,"1,356"
,,,,풍호동제2투,"2,688","1,678",667,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,656",22,"1,010"
,,,,풍호동제3투,"3,628","2,082","1,010","1,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,046",36,"1,546"
,,,,풍호동제4투,"3,839","2,304","1,266","1,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,287",17,"1,535"
,,,웅천동,소계,"9,714","6,028","3,044","2,923",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,967",61,"3,686"
,,,,관내사전투표,"2,656","2,656","1,439","1,195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,634",22,0
,,,,웅천동제1투,"1,717",840,264,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827,13,877
,,,,웅천동제2투,"3,120","1,567",840,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,553",14,"1,553"
,,,,웅천동제3투,"2,221",965,501,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953,12,"1,256"
,,,웅동1동,소계,"6,499","3,883","1,831","2,010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,841",42,"2,616"
,,,,관내사전투표,"1,799","1,799",966,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,789",10,0
,,,,웅동1동투표소,"4,700","2,084",865,"1,187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,052",32,"2,616"
,,,웅동2동,소계,"33,369","18,222","10,473","7,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,057",165,"15,147"
,,,,관내사전투표,"6,581","6,580","4,301","2,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,551",29,1
,,,,웅동2동제1투,"1,527",514,203,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,12,"1,013"
,,,,웅동2동제2투,"4,066","1,998","1,043",939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,982",16,"2,068"
,,,,웅동2동제3투,"3,633","1,924","1,010",891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,901",23,"1,709"
,,,,웅동2동제4투,"3,004","1,284",678,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,270",14,"1,720"
,,,,웅동2동제5투,"2,203","1,095",518,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,082",13,"1,108"
,,,,웅동2동제6투,"3,567",942,440,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,17,"2,625"
,,,,웅동2동제7투,"4,310","1,863","1,079",759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,838",25,"2,447"
,,,,웅동2동제8투,"4,478","2,022","1,201",805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,006",16,"2,456"
,,,잘못 투입·구분된 투표지,,0,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,-4
,진주시갑,진주시,,,,,"더불어민주당
갈상돈","국민의힘
박대출",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,합계,,"167,725","115,510","47,450","66,339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113,789","1,721","52,215"
,,,거소·선상투표,,317,302,92,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,15,15
,,,관외사전투표,,"12,483","12,481","6,257","6,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,266",215,2
,,,국외부재자투표,,237,172,116,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,2,65
,,,문산읍,소계,"6,848","4,635","1,711","2,835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,546",89,"2,213"
,,,,관내사전투표,"2,081","2,081",945,"1,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,053",28,0
,,,,문산읍제1투,"2,457","1,218",357,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,185",33,"1,239"
,,,,문산읍제2투,"2,310","1,336",409,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,308",28,974
,,,내동면,소계,"3,481","2,648","1,038","1,579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,617",31,833
,,,,관내사전투표,"1,452","1,452",658,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,445",7,0
,,,,내동면투표소,"2,029","1,196",380,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,172",24,833
,,,정촌면,소계,"6,978","4,607","1,887","2,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,559",48,"2,371"
,,,,관내사전투표,"2,176","2,176",997,"1,159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,156",20,0
,,,,정촌면제1투,"1,343",752,157,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,8,591
,,,,정촌면제2투,"3,459","1,679",733,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,659",20,"1,780"
,,,금곡면,소계,"1,864","1,322",345,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,301",21,542
,,,,관내사전투표,582,582,178,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,7,0
,,,,금곡면투표소,"1,282",740,167,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,14,542
,,,명석면,소계,"3,435","2,354",609,"1,717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,326",28,"1,081"
,,,,관내사전투표,"1,185","1,185",369,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,175",10,0
,,,,명석면투표소,"2,250","1,169",240,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,151",18,"1,081"
,,,대평면,소계,891,673,170,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,13,218
,,,,관내사전투표,354,354,101,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,7,0
,,,,대평면투표소,537,319,69,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,6,218
,,,수곡면,소계,"1,988","1,407",411,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,375",32,581
,,,,관내사전투표,621,621,219,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,16,0
,,,,수곡면투표소,"1,367",786,192,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,16,581
,,,평거동,소계,"19,683","12,747","5,174","7,406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,580",167,"6,936"
,,,,관내사전투표,"5,133","5,131","2,445","2,637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,082",49,2
,,,,평거동제1투,"3,679","1,707",618,"1,062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,680",27,"1,972"
,,,,평거동제2투,"3,156","1,777",659,"1,098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,757",20,"1,379"
,,,,평거동제3투,"2,282","1,243",440,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,219",24,"1,039"
,,,,평거동제4투,"2,561","1,329",491,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,316",13,"1,232"
,,,,평거동제5투,"2,872","1,560",521,"1,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,526",34,"1,312"
,,,신안동,소계,"9,784","6,749","2,270","4,405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,675",74,"3,035"
,,,,관내사전투표,"3,038","3,038","1,173","1,839",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,012",26,0
,,,,신안동제1투,"2,802","1,698",532,"1,147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,679",19,"1,104"
,,,,신안동제2투,"2,035","1,117",301,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,106",11,918
,,,,신안동제3투,"1,909",896,264,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,18,"1,013"
,,,이현동,소계,"8,674","5,708","1,779","3,843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,622",86,"2,966"
,,,,관내사전투표,"2,583","2,583",906,"1,647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,553",30,0
,,,,이현동제1투,"2,407","1,373",418,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,349",24,"1,034"
,,,,이현동제2투,"1,914",918,239,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,15,996
,,,,이현동제3투,"1,770",834,216,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817,17,936
,,,판문동,소계,"15,002","10,193","4,485","5,579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,064",129,"4,809"
,,,,관내사전투표,"4,405","4,405","2,209","2,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,357",48,0
,,,,판문동제1투,"2,209","1,125",377,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,101",24,"1,084"
,,,,판문동제2투,"2,116","1,146",348,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,125",21,970
,,,,판문동제3투,"1,969",959,424,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951,8,"1,010"
,,,,판문동제4투,"2,499","1,595",682,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,576",19,904
,,,,판문동제5투,"1,804",963,445,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,9,841
,,,가호동,소계,"23,321","14,732","6,648","7,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,458",274,"8,589"
,,,,관내사전투표,"5,079","5,079","2,699","2,313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,012",67,0
,,,,가호동제1투,"2,821","1,410",647,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,380",30,"1,411"
,,,,가호동제2투,"4,304","1,795",658,"1,079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,737",58,"2,509"
,,,,가호동제3투,"3,009","1,824",602,"1,182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,784",40,"1,185"
,,,,가호동제4투,"3,079","1,620",727,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,596",24,"1,459"
,,,,가호동제5투,"2,579","1,549",593,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,522",27,"1,030"
,,,,가호동제6투,"2,450","1,455",722,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,427",28,995
,,,천전동,소계,"22,555","15,049","5,268","9,513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,781",268,"7,506"
,,,,관내사전투표,"5,454","5,453","2,224","3,153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,377",76,1
,,,,천전동제1투,"1,320",766,147,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,16,554
,,,,천전동제2투,"2,432","1,090",440,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,055",35,"1,342"
,,,,천전동제3투,"1,850","1,034",285,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,008",26,816
,,,,천전동제4투,"1,765","1,074",418,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,055",19,691
,,,,천전동제5투,"3,184","1,620",446,"1,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,576",44,"1,564"
,,,,천전동제6투,"2,267","1,191",322,852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,174",17,"1,076"
